Category,Motivation,Label,Len,Text
peace,"""for promoting the principles of the Geneva Convention and cooperation with the UN""",2,83,promoting principles Geneva Convention cooperation UN
physics,"""for his resonance method for recording the magnetic properties of atomic nuclei""",0,81,resonance method recording magnetic properties atomic nuclei
physics,"""for the discovery of the Exclusion Principle also called the Pauli Principle""",0,78,discovery Exclusion Principle also called Pauli Principle
literature,"""for her lyric poetry which inspired by powerful emotions has made her name a symbol of the idealistic aspirations of the entire Latin American world""",3,150,lyric poetry inspired powerful emotions made name symbol idealistic aspirations entire Latin American world
chemistry,"""for his research and inventions in agricultural and nutrition chemistry especially for his fodder preservation method""",4,119,research inventions agricultural nutrition chemistry especially fodder preservation method
peace,"""for his indefatigable work for international understanding and his pivotal role in establishing the United Nations""",2,116,indefatigable work international understanding pivotal role establishing United Nations
medicine,"""for the discovery of penicillin and its curative effect in various infectious diseases""",1,88,discovery penicillin curative effect various infectious diseases
medicine,"""for the discovery of penicillin and its curative effect in various infectious diseases""",1,88,discovery penicillin curative effect various infectious diseases
medicine,"""for the discovery of penicillin and its curative effect in various infectious diseases""",1,88,discovery penicillin curative effect various infectious diseases
peace,"""for his contribution to the creation of a peace-promoting religious brotherhood across national boundaries""",2,108,contribution creation peacepromoting religious brotherhood across national boundaries
physics,"""for the invention of an apparatus to produce extremely high pressures and for the discoveries he made therewith in the field of high pressure physics""",0,151,invention apparatus produce extremely high pressures discoveries made therewith field high pressure physics
chemistry,"""for his discovery that enzymes can be crystallized""",4,52,discovery enzymes crystallized
chemistry,"""for their preparation of enzymes and virus proteins in a pure form""",4,68,preparation enzymes virus proteins pure form
